,Release Date,Season,Episode,Episode Title,Name,Sentence
251,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,You're tall. Still growing?
252,2011-04-17,Season 1,Episode 1,Winter is Coming,Sansa Stark,"I think so, Your Grace."
253,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,And have you bled yet?
254,2011-04-17,Season 1,Episode 1,Winter is Coming,Sansa Stark,"No, Your Grace."
255,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,And your dress. Did you make it?
256,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,Such talent. You must make something for me.
257,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,I hear we might share a grandchild someday.
258,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,I hear the same.
259,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.
260,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,Your pardon.
261,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,I hear we might be neighbors soon. I hope it's true.
262,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,"Yes, the king has honored me with his offer."
263,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale."
264,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,I don't fight in tournaments.
265,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,No? Getting a little old for it?
266,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do."
267,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,Well said.
268,2011-04-17,Season 1,Episode 1,Winter is Coming,Sansa Stark,Arya!
269,2011-04-17,Season 1,Episode 1,Winter is Coming,Robb Stark,Time for bed.
270,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital."
271,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,I won't let him take you.
272,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,The king takes what he wants. That's why he's king.
273,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'"
274,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,How did he get so fat?
275,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,He only stops eating when it's time for a drink.
276,2011-04-17,Season 1,Episode 1,Winter is Coming,A Voice,"It's Maester Luwin, my lord."
277,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,Send him in.
278,2011-04-17,Season 1,Episode 1,Winter is Coming,Luwin,"Pardon, my lord, my lady. A rider in the night from your sister."
279,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,Stay.
280,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.
281,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,What news?
282,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.
283,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,"She's fresh widowed, Cat. She doesn't know what she's saying."
284,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?"
285,2011-04-17,Season 1,Episode 1,Winter is Coming,Luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?"
286,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,They murdered the last Hand. Now you want Ned to take the job.
287,2011-04-17,Season 1,Episode 1,Winter is Coming,Luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord."
288,2011-04-17,Season 1,Episode 1,Winter is Coming,Catelyn Stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.
289,2011-04-17,Season 1,Episode 1,Winter is Coming,Luwin,A different time. Different king.
290,2011-04-17,Season 1,Episode 1,Winter is Coming,Viserys,When do I meet with the Khal? We need to begin planning the invasion.
291,2011-04-17,Season 1,Episode 1,Winter is Coming,Illyrio,"If Khal Drogo has promised you a crown, you shall have it."
292,2011-04-17,Season 1,Episode 1,Winter is Coming,Viserys,When?
293,2011-04-17,Season 1,Episode 1,Winter is Coming,Illyrio,When their omens favor war.
294,2011-04-17,Season 1,Episode 1,Winter is Coming,Viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.
295,2011-04-17,Season 1,Episode 1,Winter is Coming,Illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.
296,2011-04-17,Season 1,Episode 1,Winter is Coming,Jorah Mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.
297,2011-04-17,Season 1,Episode 1,Winter is Coming,Daenerys Targaryen,"Thank you, ser. Are you from my country?"
298,2011-04-17,Season 1,Episode 1,Winter is Coming,Jorah Mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king."
299,2011-04-17,Season 1,Episode 1,Winter is Coming,Illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful."
300,2011-04-17,Season 1,Episode 1,Winter is Coming,Daenerys Targaryen,"Thank you, Magister."
301,2011-04-17,Season 1,Episode 1,Winter is Coming,Daenerys Targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki."
302,2011-04-17,Season 1,Episode 1,Winter is Coming,Jorah Mormont,There is no word for ‘thank you' in Dothraki.
303,2011-04-17,Season 1,Episode 1,Winter is Coming,Viserys,Make him happy.
304,2011-04-17,Season 1,Episode 1,Winter is Coming,Khal Drogo,No.
305,2011-04-17,Season 1,Episode 1,Winter is Coming,Daenerys Targaryen,Do you know the Common Tongue?
306,2011-04-17,Season 1,Episode 1,Winter is Coming,Daenerys Targaryen,Is ‘no' the only word that you know?
307,2011-04-17,Season 1,Episode 1,Winter is Coming,Sandor Clegane,"Rough night, Imp?"
308,2011-04-17,Season 1,Episode 1,Winter is Coming,Tyrion Lannister,"If I get through this without squirting from one end or the other, it will be a miracle."
309,2011-04-17,Season 1,Episode 1,Winter is Coming,Sandor Clegane,I didn't pick you for a hunter.
310,2011-04-17,Season 1,Episode 1,Winter is Coming,Tyrion Lannister,The greatest in the land. My spear never misses.
311,2011-04-17,Season 1,Episode 1,Winter is Coming,Sandor Clegane,It's not hunting if you pay for it.
312,2011-04-17,Season 1,Episode 1,Winter is Coming,Robert Baratheon,Are you as good with a spear as you used to be?
313,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,"No, but I'm still better than you."
314,2011-04-17,Season 1,Episode 1,Winter is Coming,Robert Baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.
315,2011-04-17,Season 1,Episode 1,Winter is Coming,Eddard Stark,I hope I'll serve you well.
316,2011-04-17,Season 1,Episode 1,Winter is Coming,Robert Baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!"
317,2011-04-17,Season 1,Episode 1,Winter is Coming,Bran Stark,"Come on, you."
318,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,Stop. STOP.
319,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,Are you completely mad?
320,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,He saw us.
321,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,It's all right. It's all right.
322,2011-04-17,Season 1,Episode 1,Winter is Coming,Cersei Lannister,He saw us!
323,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,"I heard you the first time. Quite the little climber, aren't you? How old are you, boy?"
324,2011-04-17,Season 1,Episode 1,Winter is Coming,Bran Stark,Ten
325,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,Ten.
326,2011-04-17,Season 1,Episode 1,Winter is Coming,Jaime Lannister,The things I do for love.
327,2011-04-24,Season 1,Episode 2,The Kingsroad,Jorah Mormont,"You need to drink, child... And eat."
328,2011-04-24,Season 1,Episode 2,The Kingsroad,Daenerys Targaryen,Isn't there anything else?
329,2011-04-24,Season 1,Episode 2,The Kingsroad,Jorah Mormont,The Dothraki have two things in abundance
330,2011-04-24,Season 1,Episode 2,The Kingsroad,Doreah,Khaleesi!
331,2011-04-24,Season 1,Episode 2,The Kingsroad,Irri,Your hands.
332,2011-04-24,Season 1,Episode 2,The Kingsroad,Jorah Mormont,"We're still not far from Pentos, your Grace. Magister Illyrio has extended his hospitality. You'd be more comfortable there."
333,2011-04-24,Season 1,Episode 2,The Kingsroad,Viserys Targaryen,I have no interest in hospitality or comfort. I'll stay with Drogo until he fulfils his end of the bargain and I have my crown.
334,2011-04-24,Season 1,Episode 2,The Kingsroad,Jorah Mormont,"As you wish, your Grace."
335,2011-04-24,Season 1,Episode 2,The Kingsroad,Viserys Targaryen,"Well, Mormont, as brutish as this life is, I suppose it is preferable to beheading. What did Ned Stark want you for? Buying from a slaver?"
336,2011-04-24,Season 1,Episode 2,The Kingsroad,Jorah Mormont,Selling to one... Some poachers I caught on my land.
337,2011-04-24,Season 1,Episode 2,The Kingsroad,Viserys Targaryen,"Under my reign, you won't be punished for such nonsense. You can rest assured of that."
338,2011-04-24,Season 1,Episode 2,The Kingsroad,Joffrey Lannister,"Better-looking bitches than you're used to, Uncle. My mother's been looking for you. We ride for King's Landing today."
339,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Before you go, you will call on Lord and Lady Stark and offer your sympathies."
340,2011-04-24,Season 1,Episode 2,The Kingsroad,Joffrey Lannister,What good will my sympathies do them?
341,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,None. But it is expected of you. Your absence has already been noted.
342,2011-04-24,Season 1,Episode 2,The Kingsroad,Joffrey Lannister,The boy means nothing to me. And I can't stand the wailing of women.
343,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,One word and I'll hit you again.
344,2011-04-24,Season 1,Episode 2,The Kingsroad,Joffrey Lannister,I'm telling mother!
345,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Go! Tell her. But first you will get to Lord and Lady Stark and you will fall on your knees in front of them and tell them how very sorry you are, that you are at their service, and that all your prayers are with them. Do you understand?"
346,2011-04-24,Season 1,Episode 2,The Kingsroad,Joffrey Lannister,You can't...
347,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Do you understand?
348,2011-04-24,Season 1,Episode 2,The Kingsroad,Sandor Clegane,"The Prince will remember that, little lord."
349,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"I hope so. If he forgets, be a good dog and remind him. Time for breakfast..."
350,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Bread. And two of those little fish. And a mug of dark beer to wash it down. And bacon, burnt black."
351,2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,Little brother.
352,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Beloved siblings.
353,2011-04-24,Season 1,Episode 2,The Kingsroad,Myrcella Baratheon,Is Bran going to die?
354,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Apparently not.
355,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,What do you mean?
356,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,The Maester says the boy may live.
357,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,"It's no mercy, letting a child linger in such pain."
358,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,Only the gods know for certain. All the rest of us can do is pray. The charms of the north seem entirely lost on you.
359,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,I still can't believe you're going. It's ridiculous even for you.
360,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Where's your sense of wonder? The greatest structure ever built, the intrepid men of the Night's Watch, the wintry abode of the White Walkers."
361,2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,Tell me you're not thinking of taking the black.
362,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,And go celibate? The whores would go begging from Dorne to Casterly Rock. I just want to stand on top of the Wall and piss off the edge of the world.
363,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,The children don't need to hear your filth. Come.
364,2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"Even if the boy lives, he'll be a cripple, a grotesque. Give me a good clean death any day."
365,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"Speaking for the grotesques, I'd have to disagree. Death is so final, whereas life... Life is full of possibilities. I hope the boy does wake. I'd be very interested to hear what he has to say."
366,2011-04-24,Season 1,Episode 2,The Kingsroad,Jaime Lannister,"My dear brother, there are times you make me wonder whose side you're on."
367,2011-04-24,Season 1,Episode 2,The Kingsroad,Tyrion Lannister,"My dear brother, you wound me. You know how much I love my family."
368,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,Please.
369,2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,"I would have dressed, your Grace."
370,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,"This is your home. I'm your guest. Handsome one, isn't he? I lost my first boy, a little black-haired beauty. He was a fighter too... Tried to beat the fever that took him. Forgive me. It's the last thing you need to hear right now."
371,2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I never knew.
372,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,"It was years ago. Robert was crazed, beat his hands bloody on the wall, all the things men do to show you how much they care... The boy looked just like him. Such a little thing... A bird without feathers. They came to take his body away and Robert held me. I screamed and I battled, but he held me. That little bundle. They took him away and I never saw him again. Never have visited the crypt, never. I pray to the Mother every morning and night that she return your child to you."
373,2011-04-24,Season 1,Episode 2,The Kingsroad,Catelyn Stark,I am grateful..
374,2011-04-24,Season 1,Episode 2,The Kingsroad,Cersei Lannister,Perhaps this time she'll listen.
